Metabolic_activity	compound	taxonomy ID
Consumption (import) & production (export)	C00011	287
Production (export)	C00011	13773
Production (export)	C00011	166486
Production (export)	C00011	1264
Consumption (import) & production (export)	C00011	1265
Production (export)	C00011	24
Production (export)	C00011	1311
Production (export)	C00011	1328
Production (export)	C00011	113107
Production (export)	C00011	1335
Production (export)	C00011	45634
Production (export)	C00011	1317
Production (export)	C00011	1334
Production (export)	C00011	1336
Production (export)	C00011	315405
Production (export)	C00011	1302
Production (export)	C00011	102684
Production (export)	C00011	68892
Production (export)	C00011	28037
Production (export)	C00011	1309
Production (export)	C00011	1303
Production (export)	C00011	1318
Production (export)	C00011	68891
Production (export)	C00011	1313
Production (export)	C00011	361101
Production (export)	C00011	1314
Production (export)	C00011	1304
Production (export)	C00011	1305
Production (export)	C00011	1307
Production (export)	C00011	1308
Production (export)	C00011	1349
Production (export)	C00011	1343
Production (export)	C00011	2287
Production (export)	C00011	119484
Consumption (import) & production (export)	C00011	863
Consumption (import) & production (export)	C00011	316277
Production (export)	C00011	2303
Production (export)	C00011	2336
Consumption (import)	C00011	36861
Production (export)	C00011	29466
Production (export)	C00011	542
Consumption (import)	C01771	1534
Consumption (import)	C01771	863
Consumption (import)	C00070	 
Consumption (import)	C00475	 
Consumption (import)	C00380	 
Consumption (import)	C00216, C00259	80867
Consumption (import)	C00216, C00259	47920
Consumption (import)	C00216, C00259	67854
Consumption (import)	C00216, C00259	644
Consumption (import)	C00216, C00259	645
Consumption (import)	C00216, C00259	28116
Consumption (import)	C00216, C00259	818
Consumption (import)	C00216, C00259	371601
Consumption (import)	C00216, C00259	831
Consumption (import)	C00216, C00259	43305
Consumption (import)	C00216, C00259	1488
Consumption (import)	C00216, C00259	 
Consumption (import)	C00216, C00259	410072
Consumption (import)	C00216, C00259	88431
Consumption (import)	C00216, C00259	39491
Consumption (import)	C00216, C00259	61171
Consumption (import)	C00216, C00259	573
Consumption (import)	C00216, C00259	168384
Consumption (import)	C00216, C00259	158847
Consumption (import)	C00216, C00259	114616
Consumption (import)	C00216, C00259	28118
Consumption (import)	C00216, C00259	165179
Consumption (import)	C00216, C00259	839
Consumption (import)	C00216, C00259	166486
Consumption (import)	C00216, C00259	40520
Consumption (import)	C00216, C00259	621
Consumption (import)	C00216, C00259	2285
Consumption (import)	C00216, C00259	2287
Consumption (import)	C00095	2148
Consumption (import)	C00095	67854
Consumption (import)	C00095	105841
Consumption (import)	C00095	169435
Consumption (import)	C00095	47678
Consumption (import)	C00095	246787
Consumption (import)	C00095	310298
Consumption (import)	C00095	387090
Consumption (import)	C00095	357276
Consumption (import)	C00095	28111
Consumption (import)	C00095	338188
Consumption (import)	C00095	817
Consumption (import)	C00095	290053
Consumption (import)	C00095	329854
Consumption (import)	C00095	28116
Consumption (import)	C00095	384638
Consumption (import)	C00095	310297
Consumption (import)	C00095	376805
Consumption (import)	C00095	46506
Consumption (import)	C00095	818
Consumption (import)	C00095	820
Consumption (import)	C00095	821
Consumption (import)	C00095	371601
Consumption (import)	C00095	1680
Consumption (import)	C00095	1683
Consumption (import)	C00095	28025
Consumption (import)	C00095	1681
Consumption (import)	C00095	1685
Consumption (import)	C00095	1686
Consumption (import)	C00095	1689
Consumption (import)	C00095	78342
Consumption (import)	C00095	216816
Consumption (import)	C00095	28026
Consumption (import)	C00095	53443
Consumption (import)	C00095	831
Consumption (import)	C00095	43305
Consumption (import)	C00095	100886
Consumption (import)	C00095	1496
Consumption (import)	C00095	147207
Consumption (import)	C00095	 
Consumption (import)	C00095	116085
Consumption (import)	C00095	410072
Consumption (import)	C00095	33043
Consumption (import)	C00095	39486
Consumption (import)	C00095	88431
Consumption (import)	C00095	39492
Consumption (import)	C00095	853
Consumption (import)	C00095	986
Consumption (import)	C00095	61171
Consumption (import)	C00095	1579
Consumption (import)	C00095	83683
Consumption (import)	C00095	1604
Consumption (import)	C00095	227943
Consumption (import)	C00095	1580
Consumption (import)	C00095	1581
Consumption (import)	C00095	1582
Consumption (import)	C00095	181675
Consumption (import)	C00095	47770
Consumption (import)	C00095	1584
Consumption (import)	C00095	1613
Consumption (import)	C00095	1596
Consumption (import)	C00095	1587
Consumption (import)	C00095	1588
Consumption (import)	C00095	147802
Consumption (import)	C00095	109790
Consumption (import)	C00095	33959
Consumption (import)	C00095	1632
Consumption (import)	C00095	1597
Consumption (import)	C00095	1590
Consumption (import)	C00095	1598
Consumption (import)	C00095	47715
Consumption (import)	C00095	1623
Consumption (import)	C00095	1599
Consumption (import)	C00095	1624
Consumption (import)	C00095	227945
Consumption (import)	C00095	1633
Consumption (import)	C00095	1245
Consumption (import)	C00095	168384
Consumption (import)	C00095	28118
Consumption (import)	C00095	1254
Consumption (import)	C00095	166486
Consumption (import)	C00095	40518
Consumption (import)	C00095	1318
Consumption (import)	C00095	1304
Consumption (import)	C00095	1343
Consumption (import)	C00095	214851
Consumption (import)	C00095	2287
Consumption (import)	C00905	562
Consumption (import)	C02262	28025
Consumption (import)	C02262	1685
Consumption (import)	C02262	1686
Consumption (import)	C02262	1689
Consumption (import)	C02262	216816
Consumption (import)	C00124	2148
Consumption (import)	C00124	85698
Consumption (import)	C00124	80867
Consumption (import)	C00124	47920
Consumption (import)	C00124	33032
Consumption (import)	C00124	169435
Consumption (import)	C00124	28111
Consumption (import)	C00124	28116
Consumption (import)	C00124	818
Consumption (import)	C00124	371601
Consumption (import)	C00124	1680
Consumption (import)	C00124	1683
Consumption (import)	C00124	28025
Consumption (import)	C00124	1681
Consumption (import)	C00124	1685
Consumption (import)	C00124	1686
Consumption (import)	C00124	1689
Consumption (import)	C00124	78342
Consumption (import)	C00124	216816
Consumption (import)	C00124	28026
Consumption (import)	C00124	53443
Consumption (import)	C00124	831
Consumption (import)	C00124	43305
Consumption (import)	C00124	100886
Consumption (import)	C00124	1488
Consumption (import)	C00124	29361
Consumption (import)	C00124	147207
Consumption (import)	C00124	 
Consumption (import)	C00124	410072
Consumption (import)	C00124	39486
Consumption (import)	C00124	88431
Consumption (import)	C00124	562
Consumption (import)	C00124	986
Consumption (import)	C00124	168384
Consumption (import)	C00124	114616
Consumption (import)	C00124	28118
Consumption (import)	C00124	82076
Consumption (import)	C00124	33039
Consumption (import)	C00124	214851
Consumption (import)	C00124	2285
Consumption (import)	C00124	2287
Consumption (import)	C00333	28111
Consumption (import)	C00333	817
Consumption (import)	C00333	28116
Consumption (import)	C00333	818
Consumption (import)	C00333	821
Consumption (import)	C00333	43305
Consumption (import)	C00333	562
Consumption (import)	C00333	986
Consumption (import)	C00257	72556
Consumption (import)	C00257	562
Consumption (import)	C00257	573
Consumption (import)	C00257	114616
Consumption (import)	C00329	28111
Consumption (import)	C00329	817
Consumption (import)	C00329	28116
Consumption (import)	C00329	818
Consumption (import)	C00329	821
Consumption (import)	C00329	28025
Consumption (import)	C00329	1681
Consumption (import)	C00329	1685
Consumption (import)	C00329	1686
Consumption (import)	C00329	1689
Consumption (import)	C00329	216816
Consumption (import)	C00329	28026
Consumption (import)	C00329	74426
Consumption (import)	C00329	 
Consumption (import)	C00329	88431
Consumption (import)	C00329	986
Consumption (import)	C00031	2148
Consumption (import)	C00031	85698
Consumption (import)	C00031	524
Consumption (import)	C00031	80867
Consumption (import)	C00031	47920
Consumption (import)	C00031	67854
Consumption (import)	C00031	644
Consumption (import)	C00031	56636
Consumption (import)	C00031	358
Consumption (import)	C00031	33029
Consumption (import)	C00031	33032
Consumption (import)	C00031	33034
Consumption (import)	C00031	33036
Consumption (import)	C00031	33037
Consumption (import)	C00031	105841
Consumption (import)	C00031	169435
Consumption (import)	C00031	2234
Consumption (import)	C00031	354
Consumption (import)	C00031	817
Consumption (import)	C00031	28116
Consumption (import)	C00031	818
Consumption (import)	C00031	371601
Consumption (import)	C00031	1680
Consumption (import)	C00031	28025
Consumption (import)	C00031	1681
Consumption (import)	C00031	1685
Consumption (import)	C00031	216816
Consumption (import)	C00031	1322
Consumption (import)	C00031	53443
Consumption (import)	C00031	9
Consumption (import)	C00031	831
Consumption (import)	C00031	43305
Consumption (import)	C00031	100886
Consumption (import)	C00031	1488
Consumption (import)	C00031	1520
Consumption (import)	C00031	1491
Consumption (import)	C00031	1492
Consumption (import)	C00031	1521
Consumption (import)	C00031	1496
Consumption (import)	C00031	1509
Consumption (import)	C00031	1515
Consumption (import)	C00031	74426
Consumption (import)	C00031	147207
Consumption (import)	C00031	147206
Consumption (import)	C00031	 
Consumption (import)	C00031	410072
Consumption (import)	C00031	33043
Consumption (import)	C00031	901
Consumption (import)	C00031	39486
Consumption (import)	C00031	88431
Consumption (import)	C00031	1351
Consumption (import)	C00031	562
Consumption (import)	C00031	39488
Consumption (import)	C00031	1736
Consumption (import)	C00031	39491
Consumption (import)	C00031	39492
Consumption (import)	C00031	853
Consumption (import)	C00031	833
Consumption (import)	C00031	986
Consumption (import)	C00031	851
Consumption (import)	C00031	727
Consumption (import)	C00031	729
Consumption (import)	C00031	2238
Consumption (import)	C00031	2242
Consumption (import)	C00031	2246
Consumption (import)	C00031	61171
Consumption (import)	C00031	573
Consumption (import)	C00031	1579
Consumption (import)	C00031	1604
Consumption (import)	C00031	1596
Consumption (import)	C00031	33959
Consumption (import)	C00031	1590
Consumption (import)	C00031	40542
Consumption (import)	C00031	157692
Consumption (import)	C00031	157688
Consumption (import)	C00031	1245
Consumption (import)	C00031	168384
Consumption (import)	C00031	158847
Consumption (import)	C00031	187326
Consumption (import)	C00031	2190
Consumption (import)	C00031	28118
Consumption (import)	C00031	823
Consumption (import)	C00031	46503
Consumption (import)	C00031	1261
Consumption (import)	C00031	82076
Consumption (import)	C00031	165179
Consumption (import)	C00031	839
Consumption (import)	C00031	1747
Consumption (import)	C00031	1744
Consumption (import)	C00031	287
Consumption (import)	C00031	300
Consumption (import)	C00031	13773
Consumption (import)	C00031	2261
Consumption (import)	C00031	53953
Consumption (import)	C00031	329
Consumption (import)	C00031	166486
Consumption (import)	C00031	1264
Consumption (import)	C00031	40520
Consumption (import)	C00031	671224
Consumption (import)	C00031	135080
Consumption (import)	C00031	135083
Consumption (import)	C00031	69823
Consumption (import)	C00031	621
Consumption (import)	C00031	63612
Consumption (import)	C00031	1335
Consumption (import)	C00031	1302
Consumption (import)	C00031	1309
Consumption (import)	C00031	214851
Consumption (import)	C00031	2285
Consumption (import)	C00031	2287
Consumption (import)	C00031	55802
Consumption (import)	C00031	187878
Consumption (import)	C00031	311400
Consumption (import)	C00031	342948
Consumption (import)	C00031	172049
Consumption (import)	C00031	2303
Consumption (import)	C00031	2336
Consumption (import)	C00031	339
Consumption (import)	C00031	542
Consumption (import)	C00191	67854
Consumption (import)	C00191	28111
Consumption (import)	C00191	817
Consumption (import)	C00191	28116
Consumption (import)	C00191	818
Consumption (import)	C00191	821
Consumption (import)	C00191	216816
Consumption (import)	C00191	43305
Consumption (import)	C00191	562
Consumption (import)	C00191	114616
Consumption (import)	C00476, C01508	818
Consumption (import)	C00476, C01508	 
Consumption (import)	C00476, C01508	114616
Consumption (import)	C00392	80867
Consumption (import)	C00392	47920
Consumption (import)	C00392	67854
Consumption (import)	C00392	219314
Consumption (import)	C00392	371601
Consumption (import)	C00392	1681
Consumption (import)	C00392	1496
Consumption (import)	C00392	116085
Consumption (import)	C00392	61171
Consumption (import)	C00392	1579
Consumption (import)	C00392	1582
Consumption (import)	C00392	1584
Consumption (import) & production (export)	C00392	1613
Consumption (import)	C00392	1596
Consumption (import)	C00392	1597
Consumption (import)	C00392	1590
Production (export)	C00392	1598
Consumption (import)	C00392	47715
Consumption (import)	C00392	1624
Consumption (import)	C00392	1772
Consumption (import)	C00392	621
Consumption (import)	C00392	1311
Consumption (import)	C00392	1328
Consumption (import)	C00392	113107
Consumption (import)	C00392	1335
Consumption (import)	C00392	45634
Consumption (import)	C00392	1317
Consumption (import)	C00392	1334
Consumption (import)	C00392	1336
Consumption (import)	C00392	315405
Consumption (import)	C00392	1302
Consumption (import)	C00392	102684
Consumption (import)	C00392	68892
Consumption (import)	C00392	28037
Consumption (import)	C00392	1309
Consumption (import)	C00392	1303
Consumption (import)	C00392	1318
Consumption (import)	C00392	68891
Consumption (import)	C00392	1313
Consumption (import)	C00392	361101
Consumption (import)	C00392	1314
Consumption (import)	C00392	1304
Consumption (import)	C00392	1305
Consumption (import)	C00392	1307
Consumption (import)	C00392	1308
Consumption (import)	C00392	1349
Consumption (import)	C00392	1343
Consumption (import)	C00159	85698
Consumption (import)	C00159	47920
Consumption (import)	C00159	328814
Consumption (import)	C00159	33029
Consumption (import)	C00159	33032
Consumption (import)	C00159	33034
Consumption (import)	C00159	33036
Consumption (import)	C00159	33037
Consumption (import)	C00159	169435
Consumption (import)	C00159	28116
Consumption (import)	C00159	818
Consumption (import)	C00159	371601
Consumption (import)	C00159	186490
Consumption (import)	C00159	53443
Consumption (import)	C00159	831
Consumption (import)	C00159	43305
Consumption (import)	C00159	100886
Consumption (import)	C00159	1488
Consumption (import)	C00159	74426
Consumption (import)	C00159	147207
Consumption (import)	C00159	 
Consumption (import)	C00159	33043
Consumption (import)	C00159	986
Consumption (import)	C00159	61171
Consumption (import)	C00159	1579
Consumption (import)	C00159	40542
Consumption (import)	C00159	157692
Consumption (import)	C00159	168384
Consumption (import)	C00159	158847
Consumption (import)	C00159	28118
Consumption (import)	C00159	823
Consumption (import)	C00159	46503
Consumption (import)	C00159	1261
Consumption (import)	C00159	40520
Consumption (import)	C00159	621
Consumption (import)	C00159	214851
Consumption (import)	C00159	2287
Consumption (import)	C06468	28116
Consumption (import)	C06468	818
Consumption (import)	C06468	820
Consumption (import)	C06468	371601
Consumption (import)	C06468	1680
Consumption (import)	C06468	1683
Consumption (import)	C06468	28025
Consumption (import)	C06468	1681
Consumption (import)	C06468	1685
Consumption (import)	C06468	1686
Consumption (import)	C06468	1689
Consumption (import)	C06468	78342
Consumption (import)	C06468	216816
Consumption (import)	C06468	28026
Consumption (import)	C06468	1264
Consumption (import)	C06468	40518
Consumption (import)	C06468	1265
Consumption (import)	C06468	33038
Consumption (import)	C06468	46228
Consumption (import)	C06468	40520
Consumption (import)	C06468	33039
Consumption (import)	C00121	80867
Consumption (import)	C00121	47920
Consumption (import)	C00121	28116
Consumption (import)	C00121	818
Consumption (import)	C00121	1685
Consumption (import)	C00121	74426
Consumption (import)	C00121	147207
Consumption (import)	C00121	 
Consumption (import)	C00121	1351
Consumption (import)	C00121	562
Consumption (import)	C00121	61171
Consumption (import)	C00121	114616
Consumption (import)	C00794, C01722	80867
Consumption (import)	C00794, C01722	47920
Consumption (import)	C00794, C01722	67854
Consumption (import)	C00794, C01722	645
Consumption (import)	C00794, C01722	371601
Consumption (import)	C00794, C01722	1496
Consumption (import)	C00794, C01722	 
Consumption (import)	C00794, C01722	88431
Consumption (import)	C00794, C01722	61171
Consumption (import)	C00794, C01722	28901
Consumption (import)	C00794, C01722	621
Consumption (import)	C00794, C01722	622
Consumption (import)	C00794, C01722	623
Consumption (import)	C00794, C01722	624
Consumption (import)	C00795	37734
Consumption (import)	C00795	1351
Consumption (import)	C00795	1352
Consumption (import)	C00795	1353
Consumption (import)	C00795	246144
Consumption (import)	C00795	1582
Consumption (import)	C00795	1613
Consumption (import)	C00795	1587
Consumption (import)	C00795	1597
Consumption (import)	C00795	47715
Consumption (import)	C00558	562
Consumption (import)	C19636	169435
Consumption (import)	C19636	40542
Consumption (import)	C19636	157688
Consumption (import)	C19636	214851
Consumption (import)	C00181	85698
Consumption (import)	C00181	67854
Consumption (import)	C00181	28116
Consumption (import)	C00181	818
Consumption (import)	C00181	371601
Consumption (import)	C00181	216816
Consumption (import)	C00181	831
Consumption (import)	C00181	43305
Consumption (import)	C00181	1488
Consumption (import)	C00181	 
Consumption (import)	C00181	410072
Consumption (import)	C00181	88431
Consumption (import)	C00181	986
Consumption (import)	C00181	2246
Consumption (import)	C00181	61171
Consumption (import)	C00181	573
Consumption (import)	C00181	168384
Consumption (import)	C00181	158847
Consumption (import)	C00181	114616
Consumption (import)	C00181	823
Consumption (import)	C00181	46503
Consumption (import)	C00181	165179
Consumption (import)	C00181	839
Consumption (import)	C00181	166486
Consumption (import)	C00181	40520
Consumption (import)	C00181	621
Consumption (import)	C00181	2285
Consumption (import)	C00181	2287
Consumption (import)	C00310, C00312	1772
Production (export)	C04483	817
Production (export)	C04483	818
Production (export)	C04483	821
Production (export)	C04483	1680
Production (export)	C04483	28025
Production (export)	C04483	1681
Production (export)	C04483	1685
Production (export)	C04483	216816
Production (export)	C04483	35833
Production (export)	C04483	89152
Production (export)	C04483	89153
Production (export)	C04483	1535
Production (export)	C04483	1502
Production (export)	C04483	29347
Production (export)	C04483	1579
Production (export)	C04483	1580
Production (export)	C04483	1581
Production (export)	C04483	1596
Production (export)	C04483	1588
Production (export)	C04483	33959
Production (export)	C04483	1590
Production (export)	C04483	1639
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	169435
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	47678
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	817
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	28116
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	46506
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	818
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	821
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1680
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1685
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	216816
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	28026
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	45851
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	831
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	43305
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1488
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	333367
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	261299
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1520
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	208479
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1491
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1492
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	217159
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1521
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1493
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	 
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1496
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	154046
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	89152
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	89153
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1534
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1535
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1538
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	84026
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	29361
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1542
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	29362
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1502
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	66219
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	84030
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	29347
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1509
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1511
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1512
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1513
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1515
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	986
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1579
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1580
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1582
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1613
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1587
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	1590
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	40518
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	214851
Consumption (import)	C00721, C01835, C01935, C01936, C02052 	2336
Consumption (import)	C02271	408
Consumption (import)	C00580	2214
Production (export)	C00543	817
Production (export)	C00543	28116
Production (export)	C00543	818
Production (export)	C00543	1680
Production (export)	C00543	1681
Production (export)	C00543	216816
Production (export)	C00543	1502
Production (export)	C00543	562
Production (export)	C00543	853
Consumption (import)	C00543	2176
Consumption (import)	C00543	2214
Consumption (import)	C00543	2208
Consumption (import)	C00543	2209
Consumption (import)	C00543	2317
Macromolecule degradation	C00039, C00046, C00419	1402
Macromolecule degradation	C00039, C00046, C00419	1404
Macromolecule degradation	C00039, C00046, C00419	1408
Macromolecule degradation	C00039, C00046, C00419	1423
Macromolecule degradation	C00039, C00046, C00419	1393
Macromolecule degradation	C00039, C00046, C00419	833
Macromolecule degradation	C00039, C00046, C00419	77095
Macromolecule degradation	C00039, C00046, C00419	839
Macromolecule degradation	C00039, C00046, C00419	303
Macromolecule degradation	C00039, C00046, C00419	24
Macromolecule degradation	C00039, C00046, C00419	1280
Macromolecule degradation	C00039, C00046, C00419	28035
Macromolecule degradation	C00039, C00046, C00419	40324
Macromolecule degradation	C00039, C00046, C00419	1328
Macromolecule degradation	C00039, C00046, C00419	1313
Macromolecule degradation	C00039, C00046, C00419	1304
Macromolecule degradation	C00039, C00046, C00419	666
Macromolecule degradation	C00039, C00046, C00419	672
Consumption (import)	C02679	863
Consumption (import)	C00503	61171
Production (export)	C00469	35830
Consumption (import)	C00469	438
Production (export)	C00469	358
Production (export)	C00469	354
Production (export)	C00469	818
Production (export)	C00469	1680
Production (export)	C00469	1683
Production (export)	C00469	28025
Production (export)	C00469	1681
Production (export)	C00469	1685
Production (export)	C00469	1686
Production (export)	C00469	1689
Production (export)	C00469	78342
Production (export)	C00469	216816
Production (export)	C00469	28026
Consumption (import)	C00469	35833
Production (export)	C00469	53443
Production (export)	C00469	1488
Production (export)	C00469	333367
Production (export)	C00469	261299
Production (export)	C00469	1520
Production (export)	C00469	208479
Production (export)	C00469	1491
Production (export)	C00469	1492
Production (export)	C00469	217159
Production (export)	C00469	1521
Production (export)	C00469	1493
Production (export)	C00469	 
Production (export)	C00469	1496
Production (export)	C00469	154046
Production (export)	C00469	89152
Production (export)	C00469	89153
Consumption (import) & production (export)	C00469	1534
Production (export)	C00469	1535
Production (export)	C00469	1538
Production (export)	C00469	84026
Production (export)	C00469	29361
Production (export)	C00469	1542
Production (export)	C00469	29362
Production (export)	C00469	1502
Production (export)	C00469	66219
Production (export)	C00469	84030
Production (export)	C00469	29347
Production (export)	C00469	1509
Production (export)	C00469	1511
Production (export)	C00469	1512
Production (export)	C00469	1513
Production (export)	C00469	1515
Production (export)	C00469	74426
Production (export)	C00469	147207
Production (export)	C00469	147206
Production (export)	C00469	33043
Consumption (import)	C00469	894
Consumption (import)	C00469	1565
Consumption (import)	C00469	182210
Consumption (import)	C00469	876
Consumption (import)	C00469	878
Consumption (import)	C00469	184917
Consumption (import)	C00469	901
Consumption (import)	C00469	880
Consumption (import)	C00469	881
Production (export)	C00469	39486
Production (export)	C00469	88431
Production (export)	C00469	208962
Production (export)	C00469	562
Production (export)	C00469	564
Consumption (import)	C00469	1736
Production (export)	C00469	39492
Consumption (import)	C00469	225194
Consumption (import)	C00469	313985
Consumption (import)	C00469	28232
Consumption (import)	C00469	35554
Consumption (import)	C00469	351604
Production (export)	C00469	573
Production (export)	C00469	1579
Production (export)	C00469	83683
Production (export)	C00469	1604
Production (export)	C00469	227943
Production (export)	C00469	1580
Production (export)	C00469	1581
Production (export)	C00469	1582
Production (export)	C00469	181675
Production (export)	C00469	47770
Production (export)	C00469	1584
Production (export)	C00469	1613
Production (export)	C00469	1596
Production (export)	C00469	1587
Production (export)	C00469	1588
Production (export)	C00469	147802
Production (export)	C00469	109790
Production (export)	C00469	33959
Production (export)	C00469	1632
Production (export)	C00469	1597
Production (export)	C00469	1590
Production (export)	C00469	1598
Production (export)	C00469	47715
Production (export)	C00469	1623
Production (export)	C00469	1599
Production (export)	C00469	1624
Production (export)	C00469	227945
Production (export)	C00469	1633
Production (export)	C00469	1358
Production (export)	C00469	33964
Production (export)	C00469	115778
Production (export)	C00469	136609
Production (export)	C00469	1245
Consumption (import)	C00469	2173
Consumption (import)	C00469	1525
Consumption (import) & production (export)	C00469	19
Consumption (import)	C00469	29543
Consumption (import)	C00469	110500
Production (export)	C00469	287
Production (export)	C00469	1264
Production (export)	C00469	40518
Production (export)	C00469	33039
Production (export)	C00469	1311
Production (export)	C00469	1328
Production (export)	C00469	113107
Production (export)	C00469	1335
Production (export)	C00469	45634
Production (export)	C00469	1317
Production (export)	C00469	1334
Production (export)	C00469	1336
Production (export)	C00469	315405
Production (export)	C00469	1302
Production (export)	C00469	102684
Production (export)	C00469	68892
Production (export)	C00469	28037
Production (export)	C00469	1309
Production (export)	C00469	1303
Production (export)	C00469	1318
Production (export)	C00469	68891
Production (export)	C00469	1313
Production (export)	C00469	361101
Production (export)	C00469	1314
Production (export)	C00469	1304
Production (export)	C00469	1305
Production (export)	C00469	1307
Production (export)	C00469	1308
Production (export)	C00469	1349
Production (export)	C00469	1343
Consumption (import)	C00469	119484
Consumption (import)	C00469	51197
Consumption (import)	C00469	863
Consumption (import)	C00469	86170
Consumption (import)	C00469	316277
Production (export)	C00469	542
Consumption (import)	C00189, C00350	80867
Consumption (import)	C00189, C00350	573
Consumption (import)	C00189, C00350	19
Production (export)	C00504	186490
Production (export)	C00504	1680
Consumption (import) & production (export)	C00504	28025
Production (export)	C00504	1681
Production (export)	C00504	1685
Production (export)	C00504	1686
Production (export)	C00504	1689
Production (export)	C00504	216816
Production (export)	C00504	28026
Consumption (import)	C00504	1542
Consumption (import)	C00504	1513
Consumption (import)	C00504	 
Production (export)	C00504	1351
Production (export)	C00504	562
Production (export)	C00504	1579
Production (export)	C00504	1580
Consumption (import) & production (export)	C00504	1582
Production (export)	C00504	1613
Consumption (import)	C00504	1596
Production (export)	C00504	1590
Production (export)	C00504	1598
Consumption (import) & production (export)	C00504	1358
Consumption (import)	C00504	2095
Consumption (import)	C00504	1309
Production (export)	C00504	1308
Production (export)	C00067	1351
Production (export)	C00067	562
Production (export)	C00067	573
Consumption (import)	C00067	408
Consumption (import)	C00067	114616
Production (export)	C00067	287
Consumption (import)	C00067	303
Production (export)	C00067	1280
Production (export)	C00067	1313
Consumption (import)	C00058	28187
Production (export)	C00058	105841
Production (export)	C00058	1382
Production (export)	C00058	1383
Production (export)	C00058	82135
Production (export)	C00058	47678
Production (export)	C00058	46506
Production (export)	C00058	818
Production (export)	C00058	821
Production (export)	C00058	1680
Production (export)	C00058	1683
Production (export)	C00058	28025
Production (export)	C00058	1681
Production (export)	C00058	1685
Production (export)	C00058	1686
Production (export)	C00058	1689
Production (export)	C00058	78342
Production (export)	C00058	216816
Production (export)	C00058	28026
Consumption (import)	C00058	35833
Consumption (import)	C00058	53443
Production (export)	C00058	45851
Production (export)	C00058	831
Production (export)	C00058	43305
Consumption (import)	C00058	824
Production (export)	C00058	1515
Production (export)	C00058	74426
Production (export)	C00058	147207
Production (export)	C00058	147206
Production (export)	C00058	33043
Consumption (import)	C00058	453230
Production (export)	C00058	259354
Consumption (import)	C00058	182210
Consumption (import)	C00058	876
Consumption (import)	C00058	878
Consumption (import)	C00058	184917
Consumption (import)	C00058	901
Consumption (import)	C00058	880
Consumption (import) & production (export)	C00058	881
Production (export)	C00058	39486
Production (export)	C00058	88431
Production (export)	C00058	208962
Production (export)	C00058	562
